,Method,Subject,Accelerometer Axis,Average Degree,Network Diameter,Average path length,Activity
381,HVG,subject3,X,5.208707228462029,20,9.496836963484945,Running
382,HVG,subject3,Y,7.16197243913529,29,12.116311659192824,Running
383,HVG,subject3,Z,5.729577951308233,21,9.79796604740551,Running
384,NVG,subject3,X,2.6043536142310146,9,4.064662075592569,Running
385,NVG,subject3,Y,3.1830988618379066,37,13.15422805893658,Running
386,NVG,subject3,Z,2.291831180523293,7,3.712644138372838,Running
387,HVG,subject3,X,5.208707228462029,23,8.62011531069827,Running
388,HVG,subject3,Y,6.366197723675814,41,15.732222934016656,Running
389,HVG,subject3,Z,4.407367654852487,17,7.160233824471493,Running
390,NVG,subject3,X,3.015567342793806,21,8.776185137732224,Running
391,NVG,subject3,Y,3.183098861837907,41,15.275944907110826,Running
392,NVG,subject3,Z,1.9757165349338732,6,3.350416399743754,Running
393,HVG,subject3,X,5.729577951308233,32,11.787115631005765,Running
394,HVG,subject3,Y,5.729577951308233,44,16.800448430493272,Running
395,HVG,subject3,Z,4.09255567950588,18,7.230661434977579,Running
396,NVG,subject3,X,2.291831180523293,8,3.688060538116592,Running
397,NVG,subject3,Y,3.819718634205488,46,16.30213004484305,Running
398,NVG,subject3,Z,2.6043536142310146,11,4.637051569506727,Running
399,HVG,subject3,X,4.77464829275686,14,5.799727738629084,Running
400,HVG,subject3,Y,6.366197723675814,50,17.932935618193465,Running
401,HVG,subject3,Z,5.208707228462029,14,6.2089205637411915,Running
402,NVG,subject3,X,2.04627783975294,11,3.8257527226137094,Running
403,NVG,subject3,Y,2.72837045300392,9,4.258848494554773,Running
404,NVG,subject3,Z,1.9757165349338732,9,3.6465406790518897,Running
405,HVG,subject3,X,4.77464829275686,23,10.693625880845612,Running
406,HVG,subject3,Y,7.16197243913529,24,11.014894298526585,Running
407,HVG,subject3,Z,5.208707228462029,27,8.837123638693145,Running
408,NVG,subject3,X,2.8647889756541165,7,3.980261050608584,Running
409,NVG,subject3,Y,2.4911208483948837,7,3.8886531069827033,Running
410,NVG,subject3,Z,2.72837045300392,9,3.9872677770659832,Running
411,HVG,subject3,X,6.366197723675813,20,9.666279628443306,Running
412,HVG,subject3,Y,5.208707228462029,14,6.360225816784113,Running
413,HVG,subject3,Z,4.77464829275686,15,6.155869634849456,Running
414,NVG,subject3,X,1.9757165349338732,8,3.69931133888533,Climbing Up
415,NVG,subject3,Y,1.7904931097838226,6,3.393137411915439,Climbing Up
416,NVG,subject3,Z,2.38732414637843,13,4.257126841768097,Climbing Up
417,HVG,subject3,X,5.208707228462029,27,10.293842088404869,Climbing Up
418,HVG,subject3,Y,8.18511135901176,29,11.597613709160795,Climbing Up
419,HVG,subject3,Z,5.729577951308232,32,10.271580717488789,Climbing Up
420,NVG,subject3,X,2.291831180523293,11,4.3472533632287,Climbing Up
421,NVG,subject3,Y,1.7362357428206763,8,3.3782431133888533,Climbing Up
422,NVG,subject3,Z,1.507783671396903,7,3.5071268417680974,Climbing Up
423,HVG,subject3,X,7.16197243913529,37,14.374079115951313,Climbing Up
424,HVG,subject3,Y,5.729577951308232,32,10.170643818065344,Climbing Up
425,HVG,subject3,Z,7.16197243913529,24,10.519578795643818,Climbing Up
426,NVG,subject3,X,1.397458036904447,9,3.5282671364509928,Climbing Up
427,NVG,subject3,Y,1.5915494309189533,8,3.2039157591287637,Climbing Up
428,NVG,subject3,Z,1.6851699856788918,7,3.338124599615631,Climbing Up
429,HVG,subject3,X,5.208707228462029,42,17.39990390775144,Climbing Up
430,HVG,subject3,Y,8.18511135901176,24,11.20279468289558,Climbing Up
431,HVG,subject3,Z,6.366197723675813,31,13.608464125560538,Climbing Up
432,NVG,subject3,X,1.909859317102744,8,3.505365150544523,Climbing Up
433,NVG,subject3,Y,1.9757165349338732,13,5.852898782831518,Climbing Up
434,NVG,subject3,Z,1.6851699856788918,6,2.966047405509289,Climbing Up
435,HVG,subject3,X,4.77464829275686,22,8.843209481101859,Climbing Up
436,HVG,subject3,Y,5.208707228462029,26,10.158672325432414,Climbing Up
437,HVG,subject3,Z,4.407367654852487,19,7.665679051889814,Climbing Up
438,NVG,subject3,X,2.1220659078919377,8,3.531470211402947,Climbing Up
439,NVG,subject3,Y,2.1220659078919377,7,3.5273462524023063,Climbing Up
440,NVG,subject3,Z,2.2036838274262434,8,3.801089045483664,Climbing Up
441,HVG,subject3,X,4.77464829275686,18,6.559497117232543,Climbing Up
442,HVG,subject3,Y,5.208707228462029,14,6.622077194106342,Climbing Up
443,HVG,subject3,Z,4.77464829275686,18,7.321268417680974,Climbing Up
444,NVG,subject3,X,1.909859317102744,7,3.5261450992953236,Climbing Up
445,NVG,subject3,Y,1.909859317102744,7,3.5968129404228057,Climbing Up
446,NVG,subject3,Z,1.4691225516174955,7,3.1435778347213326,Climbing Up
447,HVG,subject3,X,5.208707228462029,25,9.405108904548367,Climbing Up
448,HVG,subject3,Y,6.366197723675814,25,11.570707879564381,Climbing Up
449,HVG,subject3,Z,5.729577951308233,29,11.49451473414478,Climbing Up
450,NVG,subject3,X,1.9757165349338732,10,3.739790198590647,Climbing Up
451,NVG,subject3,Y,2.2036838274262434,7,3.4121957078795644,Climbing Up
452,NVG,subject3,Z,2.72837045300392,13,4.50556534272902,Climbing Up
453,HVG,subject3,X,6.366197723675814,24,10.75908872517617,Climbing Up
454,HVG,subject3,Y,5.729577951308233,20,8.649623638693145,Climbing Up
455,HVG,subject3,Z,6.366197723675813,31,9.820627802690582,Climbing Up
456,NVG,subject3,X,2.291831180523293,6,3.2771860986547083,CLimbing Down
457,NVG,subject3,Y,1.5915494309189533,8,3.3032110826393337,CLimbing Down
458,NVG,subject3,Z,2.4911208483948837,7,3.843249519538757,CLimbing Down
459,HVG,subject3,X,5.729577951308233,20,8.299447469570788,CLimbing Down
460,HVG,subject3,Y,6.366197723675813,25,11.221572709801409,CLimbing Down
461,HVG,subject3,Z,6.366197723675813,30,11.80689461883408,CLimbing Down
462,NVG,subject3,X,2.04627783975294,12,3.996997117232543,CLimbing Down
463,NVG,subject3,Y,2.2036838274262434,10,3.6916639974375403,CLimbing Down
464,NVG,subject3,Z,1.909859317102744,9,3.877162075592569,CLimbing Down
465,HVG,subject3,X,6.366197723675813,37,13.142696989109545,CLimbing Down
466,HVG,subject3,Y,5.729577951308233,30,10.334841447789879,CLimbing Down
467,HVG,subject3,Z,7.16197243913529,46,14.04236066623959,CLimbing Down
468,NVG,subject3,X,1.6851699856788918,6,3.1778907751441383,CLimbing Down
469,NVG,subject3,Y,1.5485345814346572,7,3.201953875720692,CLimbing Down
470,NVG,subject3,Z,1.6851699856788918,7,3.0982142857142856,CLimbing Down
471,HVG,subject3,X,5.729577951308233,25,10.306294042280589,CLimbing Down
472,HVG,subject3,Y,5.729577951308232,24,10.687980461242793,CLimbing Down
473,HVG,subject3,Z,5.729577951308233,48,19.42773062139654,CLimbing Down
474,NVG,subject3,X,2.2036838274262434,7,3.509248878923767,CLimbing Down
475,NVG,subject3,Y,2.04627783975294,7,3.5392777065983343,CLimbing Down
476,NVG,subject3,Z,2.291831180523293,7,3.2795483664317744,CLimbing Down
477,HVG,subject3,X,4.407367654852487,16,6.258848494554773,CLimbing Down
478,HVG,subject3,Y,4.77464829275686,17,7.27430333119795,CLimbing Down
479,HVG,subject3,Z,4.407367654852487,13,5.647741832158872,CLimbing Down
480,NVG,subject3,X,2.291831180523293,8,3.8755204996796926,CLimbing Down
481,NVG,subject3,Y,1.9757165349338732,7,3.3603058936579115,CLimbing Down
482,NVG,subject3,Z,2.4911208483948837,7,3.539958360025625,CLimbing Down
483,HVG,subject3,X,5.208707228462029,17,7.070467648942985,CLimbing Down
484,HVG,subject3,Y,5.729577951308233,18,8.628923766816143,CLimbing Down
485,HVG,subject3,Z,5.208707228462029,13,6.5237828315182576,CLimbing Down
486,NVG,subject3,X,2.291831180523293,12,4.2228539397821905,CLimbing Down
487,NVG,subject3,Y,2.38732414637843,11,3.9145980140935297,CLimbing Down
488,NVG,subject3,Z,1.637022271802352,6,3.2282991672005124,CLimbing Down
489,HVG,subject3,X,6.366197723675814,28,10.480821588725176,CLimbing Down
490,HVG,subject3,Y,7.16197243913529,29,11.67504804612428,CLimbing Down
491,HVG,subject3,Z,5.729577951308232,35,13.262572069186419,CLimbing Down
492,NVG,subject3,X,2.38732414637843,8,3.9281310057655348,CLimbing Down
493,NVG,subject3,Y,2.291831180523293,7,3.514453875720692,CLimbing Down
494,NVG,subject3,Z,3.015567342793806,8,3.9343369634849457,CLimbing Down
495,HVG,subject3,X,6.366197723675813,20,8.9098334401025,CLimbing Down
496,HVG,subject3,Y,5.729577951308233,19,8.09853459320948,CLimbing Down
497,HVG,subject3,Z,6.366197723675813,30,9.946708840486867,CLimbing Down
498,NVG,subject4,X,1.9757165349338732,7,3.2843129404228057,Walking
499,NVG,subject4,Y,1.8482509520349135,8,3.3935778347213326,Walking
500,NVG,subject4,Z,2.291831180523293,8,3.680693465727098,Walking
501,HVG,subject4,X,5.729577951308232,18,7.9656470211402945,Walking
502,HVG,subject4,Y,8.18511135901176,27,10.997037155669442,Walking
503,HVG,subject4,Z,4.77464829275686,17,6.429091928251121,Walking
504,NVG,subject4,X,2.291831180523293,10,4.128403267136451,Walking
505,NVG,subject4,Y,1.7362357428206765,12,4.399503523382447,Walking
506,NVG,subject4,Z,1.8482509520349135,7,3.48959000640615,Walking
507,HVG,subject4,X,7.16197243913529,30,13.106982703395259,Walking
508,HVG,subject4,Y,6.366197723675814,32,14.30000800768738,Walking
509,HVG,subject4,Z,5.729577951308233,22,8.948991031390134,Walking
510,NVG,subject4,X,2.1220659078919377,10,3.8776825752722615,Walking
511,NVG,subject4,Y,1.8482509520349135,6,3.199591607943626,Walking
512,NVG,subject4,Z,1.909859317102744,10,3.953355221012172,Walking
513,HVG,subject4,X,4.09255567950588,20,8.10213805253043,Walking
514,HVG,subject4,Y,8.18511135901176,24,10.154107943625881,Walking
515,HVG,subject4,Z,4.77464829275686,37,12.170283472133248,Walking
516,NVG,subject4,X,1.9757165349338732,10,4.575552530429212,Walking
517,NVG,subject4,Y,1.909859317102744,16,6.742753042921204,Walking
518,NVG,subject4,Z,2.291831180523293,5,3.0102898782831518,Walking
519,HVG,subject4,X,5.729577951308233,20,8.77562459961563,Walking
520,HVG,subject4,Y,5.729577951308233,27,10.813420884048687,Walking
521,HVG,subject4,Z,4.407367654852487,17,6.02502402306214,Walking
522,NVG,subject4,X,2.38732414637843,10,3.60766335682255,Walking
523,NVG,subject4,Y,2.2036838274262434,9,4.278227098014094,Walking
524,NVG,subject4,Z,1.909859317102744,8,3.5876040999359384,Walking
525,HVG,subject4,X,4.407367654852487,15,6.596452594490711,Walking
526,HVG,subject4,Y,6.366197723675813,19,8.184977578475337,Walking
527,HVG,subject4,Z,5.208707228462029,18,7.73890935297886,Walking
528,NVG,subject4,X,1.7904931097838226,7,3.448670723894939,Walking
529,NVG,subject4,Y,1.909859317102744,7,3.3406870595771943,Walking
530,NVG,subject4,Z,1.909859317102744,8,3.239309737347854,Walking
531,HVG,subject4,X,5.729577951308233,22,9.915799167200513,Walking
532,HVG,subject4,Y,7.16197243913529,23,10.153227098014094,Walking
533,HVG,subject4,Z,5.208707228462029,24,8.574871877001922,Walking
534,NVG,subject4,X,2.2036838274262434,9,4.004364189622037,Walking
535,NVG,subject4,Y,2.6043536142310146,8,3.6524663677130045,Walking
536,NVG,subject4,Z,1.9757165349338732,8,3.453315182575272,Walking
537,HVG,subject4,X,6.366197723675813,18,8.248878923766815,Walking
538,HVG,subject4,Y,5.208707228462029,12,6.152346252402306,Walking
539,HVG,subject4,Z,4.407367654852487,14,6.556494234465086,Walking
540,NVG,subject4,X,1.9757165349338732,8,3.372077194106342,Running
541,NVG,subject4,Y,3.580986219567645,56,19.237868353619476,Running
542,NVG,subject4,Z,2.8647889756541165,7,3.9355381165919283,Running
543,HVG,subject4,X,4.77464829275686,17,7.401905829596412,Running
544,HVG,subject4,Y,7.16197243913529,63,21.70908071748879,Running
545,HVG,subject4,Z,4.09255567950588,12,5.691543882126842,Running
546,NVG,subject4,X,2.1220659078919377,10,3.6214766175528506,Running
547,NVG,subject4,Y,2.291831180523293,8,3.8536194746957078,Running
548,NVG,subject4,Z,2.1220659078919377,10,4.2665358744394615,Running
549,HVG,subject4,X,7.16197243913529,19,8.35205797565663,Running
550,HVG,subject4,Y,6.366197723675814,23,9.462804292120437,Running
551,HVG,subject4,Z,5.208707228462029,27,10.316463805253044,Running
552,NVG,subject4,X,2.72837045300392,8,3.8453715566944267,Running
553,NVG,subject4,Y,2.2036838274262434,8,3.424927930813581,Running
554,NVG,subject4,Z,2.291831180523293,9,3.605621396540679,Running
555,HVG,subject4,X,6.366197723675813,20,8.20968129404228,Running
556,HVG,subject4,Y,5.208707228462029,21,7.917560858424087,Running
557,HVG,subject4,Z,4.77464829275686,15,6.953835682254965,Running
558,NVG,subject4,X,3.015567342793806,37,13.659192825112108,Running
559,NVG,subject4,Y,4.77464829275686,75,25.48674727738629,Running
560,NVG,subject4,Z,2.72837045300392,7,3.594090326713645,Running
561,HVG,subject4,X,5.729577951308232,41,15.781069827033953,Running
562,HVG,subject4,Y,6.366197723675813,77,26.331598334401026,Running
563,HVG,subject4,Z,4.407367654852487,15,6.273462524023062,Running
564,NVG,subject4,X,2.4911208483948837,9,3.870395579756566,Running
565,NVG,subject4,Y,4.09255567950588,50,17.78319186418962,Running
566,NVG,subject4,Z,2.8647889756541165,10,4.577714606021781,Running
567,HVG,subject4,X,5.208707228462029,15,7.295043241511851,Running
568,HVG,subject4,Y,6.366197723675813,51,19.297405509288918,Running
569,HVG,subject4,Z,4.77464829275686,15,6.5128523382447145,Running
570,NVG,subject4,X,2.291831180523293,9,4.022141255605381,Running
571,NVG,subject4,Y,3.580986219567645,55,18.594730941704036,Running
572,NVG,subject4,Z,1.9757165349338732,8,3.74099135169763,Running
573,HVG,subject4,X,4.407367654852487,16,7.206798526585522,Running
574,HVG,subject4,Y,7.16197243913529,61,20.80625400384369,Running
575,HVG,subject4,Z,6.366197723675813,18,8.035674247277386,Running
576,NVG,subject4,X,4.09255567950588,38,13.42985265855221,Running
577,NVG,subject4,Y,2.6043536142310146,8,3.3739990390775145,Running
578,NVG,subject4,Z,2.6043536142310146,8,3.869634849455477,Running
579,HVG,subject4,X,8.18511135901176,40,15.123678731582318,Running
580,HVG,subject4,Y,4.407367654852487,13,5.516976297245355,Running
581,HVG,subject4,Z,5.208707228462029,14,6.069306534272902,Running
582,NVG,subject6,X,1.8482509520349135,7,3.33123798846893,Walking
583,NVG,subject6,Y,1.909859317102744,8,3.57431133888533,Walking
584,NVG,subject6,Z,2.6043536142310146,11,4.455837604099936,Walking
585,HVG,subject6,X,5.729577951308233,20,8.775984945547727,Walking
586,HVG,subject6,Y,7.16197243913529,25,10.874079115951313,Walking
587,HVG,subject6,Z,6.366197723675813,22,9.884849455477259,Walking
588,NVG,subject6,X,2.38732414637843,13,4.94306534272902,Walking
589,NVG,subject6,Y,2.6043536142310146,10,4.036394939141576,Walking
590,NVG,subject6,Z,1.8482509520349135,6,3.182375080076874,Walking
591,HVG,subject6,X,6.366197723675813,27,12.169242472773863,Walking
592,HVG,subject6,Y,6.366197723675813,20,9.964445868033312,Walking
593,HVG,subject6,Z,5.729577951308232,20,9.298086162716208,Walking
594,NVG,subject6,X,2.38732414637843,8,3.7310618193465728,Walking
595,NVG,subject6,Y,1.9757165349338732,9,3.890014413837284,Walking
596,NVG,subject6,Z,1.909859317102744,9,4.1763292761050606,Walking
597,HVG,subject6,X,4.407367654852487,20,6.970211402946829,Walking
598,HVG,subject6,Y,5.729577951308232,34,12.40903267136451,Walking
599,HVG,subject6,Z,6.366197723675814,38,15.053971812940423,Walking
600,NVG,subject6,X,1.7904931097838226,8,3.5083680333119793,Walking
601,NVG,subject6,Y,1.909859317102744,17,7.038797245355541,Walking
602,NVG,subject6,Z,1.909859317102744,8,3.746276425368354,Walking
603,HVG,subject6,X,5.208707228462029,17,8.165118513773223,Walking
604,HVG,subject6,Y,4.77464829275686,25,10.779988789237668,Walking
605,HVG,subject6,Z,4.77464829275686,15,7.200392376681615,Walking
606,NVG,subject6,X,2.2036838274262434,7,3.5319907110826394,Walking
607,NVG,subject6,Y,1.9757165349338732,7,3.5689862267777066,Walking
608,NVG,subject6,Z,2.1220659078919377,7,3.438741191543882,Walking
609,HVG,subject6,X,6.366197723675813,20,8.778227098014094,Walking
610,HVG,subject6,Y,4.77464829275686,16,7.178131005765535,Walking
611,HVG,subject6,Z,5.208707228462029,19,7.872477578475336,Walking
612,NVG,subject6,X,2.04627783975294,9,3.5011210762331837,Walking
613,NVG,subject6,Y,1.909859317102744,8,3.5894859064702116,Walking
614,NVG,subject6,Z,2.38732414637843,8,3.6230781550288276,Walking
615,HVG,subject6,X,6.366197723675813,25,10.119554772581678,Walking
616,HVG,subject6,Y,7.16197243913529,27,11.309857463164638,Walking
617,HVG,subject6,Z,5.729577951308233,18,8.097013132607303,Walking
618,NVG,subject6,X,2.1220659078919377,8,3.4875880845611786,Walking
619,NVG,subject6,Y,2.291831180523293,6,3.598694746957079,Walking
620,NVG,subject6,Z,1.909859317102744,7,3.447709801409353,Walking
621,HVG,subject6,X,5.729577951308233,20,8.821909032671364,Walking
622,HVG,subject6,Y,7.16197243913529,15,7.303651505445227,Walking
623,HVG,subject6,Z,4.407367654852487,18,6.955277065983344,Walking
624,NVG,subject6,X,2.291831180523293,8,3.969010249839846,Running
625,NVG,subject6,Y,3.1830988618379066,31,10.331558295964125,Running
626,NVG,subject6,Z,2.4911208483948837,9,3.9922325432415118,Running
627,HVG,subject6,X,7.16197243913529,22,10.25484465086483,Running
628,HVG,subject6,Y,7.16197243913529,40,14.034793401665599,Running
629,HVG,subject6,Z,7.16197243913529,22,9.474615631005765,Running
630,NVG,subject6,X,1.9757165349338732,7,3.533752402306214,Running
631,NVG,subject6,Y,2.8647889756541165,7,3.895419602818706,Running
632,NVG,subject6,Z,2.291831180523293,7,3.6726057014734144,Running
633,HVG,subject6,X,5.208707228462029,21,9.530709481101859,Running
634,HVG,subject6,Y,6.366197723675813,21,9.802450352338244,Running
635,HVG,subject6,Z,5.729577951308233,19,8.28122998078155,Running
636,NVG,subject6,X,2.291831180523293,7,3.756646380525304,Running
637,NVG,subject6,Y,2.38732414637843,12,3.9161194746957078,Running
638,NVG,subject6,Z,2.04627783975294,7,3.516535874439462,Running
639,HVG,subject6,X,6.366197723675813,17,7.628283151825753,Running
640,HVG,subject6,Y,7.16197243913529,25,11.232663356822549,Running
641,HVG,subject6,Z,5.729577951308233,21,9.259649263292761,Running
642,NVG,subject6,X,2.38732414637843,25,8.354340166559897,Running
643,NVG,subject6,Y,4.09255567950588,47,15.609545163356822,Running
644,NVG,subject6,Z,1.8482509520349135,8,3.4885089686098656,Running
645,HVG,subject6,X,6.366197723675813,32,12.947149263292761,Running
646,HVG,subject6,Y,5.208707228462029,49,16.742112427930813,Running
647,HVG,subject6,Z,5.208707228462029,19,8.417040358744394,Running
648,NVG,subject6,X,2.291831180523293,9,3.8068545803971814,Running
649,NVG,subject6,Y,3.819718634205488,49,16.698030108904547,Running
650,NVG,subject6,Z,2.6043536142310146,9,4.028667520819988,Running
651,HVG,subject6,X,4.77464829275686,16,6.109945547725816,Running
652,HVG,subject6,Y,6.366197723675813,52,18.906470211402947,Running
653,HVG,subject6,Z,5.208707228462029,14,6.190382767456758,Running
654,NVG,subject6,X,2.4911208483948837,10,4.114269698910954,Running
655,NVG,subject6,Y,3.183098861837907,46,15.105180973734786,Running
656,NVG,subject6,Z,2.1220659078919377,9,3.997837924407431,Running
657,HVG,subject6,X,5.729577951308232,21,8.355381165919283,Running
658,HVG,subject6,Y,6.366197723675813,54,17.650304292120435,Running
659,HVG,subject6,Z,6.366197723675814,25,9.085802370275465,Running
660,NVG,subject6,X,4.77464829275686,36,13.197669762972454,Running
661,NVG,subject6,Y,2.4911208483948837,6,3.521140294682896,Running
662,NVG,subject6,Z,2.864788975654116,7,3.802290198590647,Running
663,HVG,subject6,X,11.459155902616464,40,15.196428571428571,Running
664,HVG,subject6,Y,4.7746482927568605,17,7.645339525944907,Running
665,HVG,subject6,Z,5.729577951308233,15,6.558055733504164,Running
666,NVG,subject6,X,1.7362357428206765,10,3.4827434336963483,Climbing Up
667,NVG,subject6,Y,2.291831180523293,9,3.6341287636130684,Climbing Up
668,NVG,subject6,Z,2.38732414637843,10,3.975896860986547,Climbing Up
669,HVG,subject6,X,5.729577951308233,25,10.563020499679693,Climbing Up
670,HVG,subject6,Y,7.16197243913529,27,10.694426649583601,Climbing Up
671,HVG,subject6,Z,7.16197243913529,22,9.425248238308777,Climbing Up
672,NVG,subject6,X,2.2036838274262434,13,4.285634208840487,Climbing Up
673,NVG,subject6,Y,2.04627783975294,7,3.3116191543882127,Climbing Up
674,NVG,subject6,Z,1.5485345814346572,9,4.089525944907111,Climbing Up
675,HVG,subject6,X,6.366197723675813,22,11.053090967328636,Climbing Up
676,HVG,subject6,Y,5.729577951308233,20,8.736266816143498,Climbing Up
677,HVG,subject6,Z,6.366197723675813,31,12.76533472133248,Climbing Up
678,NVG,subject6,X,2.38732414637843,8,3.5873238308776427,Climbing Up
679,NVG,subject6,Y,1.9757165349338732,8,3.4243273542600896,Climbing Up
680,NVG,subject6,Z,1.7904931097838226,10,4.157711402946829,Climbing Up
681,HVG,subject6,X,7.16197243913529,20,8.4098334401025,Climbing Up
682,HVG,subject6,Y,6.366197723675813,33,13.811378923766815,Climbing Up
683,HVG,subject6,Z,5.729577951308233,35,14.28547405509289,Climbing Up
684,NVG,subject6,X,1.6851699856788918,8,3.7746236386931455,Climbing Up
685,NVG,subject6,Y,1.8482509520349135,11,4.414638052530429,Climbing Up
686,NVG,subject6,Z,2.1220659078919377,7,3.354500320307495,Climbing Up
687,HVG,subject6,X,4.77464829275686,18,9.126921844971172,Climbing Up
688,HVG,subject6,Y,4.407367654852487,29,9.033231902626522,Climbing Up
689,HVG,subject6,Z,4.77464829275686,21,8.751881806534273,Climbing Up
690,NVG,subject6,X,2.38732414637843,9,3.7001121076233185,Climbing Up
691,NVG,subject6,Y,2.04627783975294,8,3.6177930813581036,Climbing Up
692,NVG,subject6,Z,2.1220659078919377,8,3.5524103139013454,Climbing Up
693,HVG,subject6,X,5.729577951308233,20,8.363789237668161,Climbing Up
694,HVG,subject6,Y,6.366197723675814,26,8.199791800128123,Climbing Up
695,HVG,subject6,Z,4.77464829275686,15,7.784913516976297,Climbing Up
696,NVG,subject6,X,2.04627783975294,8,3.6358504163997436,Climbing Up
697,NVG,subject6,Y,2.04627783975294,7,3.6712443946188342,Climbing Up
698,NVG,subject6,Z,1.909859317102744,7,3.6609144778987828,Climbing Up
699,HVG,subject6,X,7.16197243913529,24,10.653587443946188,Climbing Up
700,HVG,subject6,Y,6.366197723675813,29,10.554892696989109,Climbing Up
701,HVG,subject6,Z,6.366197723675814,26,11.416760089686099,Climbing Up
702,NVG,subject6,X,2.1220659078919377,9,3.708680333119795,Climbing Up
703,NVG,subject6,Y,2.4911208483948837,8,3.7230140935297884,Climbing Up
704,NVG,subject6,Z,2.04627783975294,8,3.355341127482383,Climbing Up
705,HVG,subject6,X,6.366197723675813,22,9.048366431774504,Climbing Up
706,HVG,subject6,Y,5.208707228462029,17,8.4027866752082,Climbing Up
707,HVG,subject6,Z,5.208707228462029,17,7.43545803971813,Climbing Up
708,NVG,subject6,X,1.8482509520349135,8,3.323190262652146,CLimbing Down
709,NVG,subject6,Y,1.7362357428206765,6,3.322429532351057,CLimbing Down
710,NVG,subject6,Z,1.909859317102744,7,3.2117632927610504,CLimbing Down
711,HVG,subject6,X,5.729577951308232,20,8.837203715566945,CLimbing Down
712,HVG,subject6,Y,8.18511135901176,19,9.025344330557335,CLimbing Down
713,HVG,subject6,Z,5.729577951308232,17,8.103539397821908,CLimbing Down
714,NVG,subject6,X,1.7362357428206765,11,3.718409673286355,CLimbing Down
715,NVG,subject6,Y,1.7904931097838226,7,3.1000960922485588,CLimbing Down
716,NVG,subject6,Z,1.637022271802352,7,3.1880204996796926,CLimbing Down
717,HVG,subject6,X,6.366197723675813,30,13.514974375400385,CLimbing Down
718,HVG,subject6,Y,5.208707228462029,19,8.6666800128123,CLimbing Down
719,HVG,subject6,Z,7.16197243913529,23,10.041359705317104,CLimbing Down
720,NVG,subject6,X,2.04627783975294,8,3.2791079436258808,CLimbing Down
721,NVG,subject6,Y,1.7362357428206765,8,3.749039077514414,CLimbing Down
722,NVG,subject6,Z,1.7904931097838226,8,3.7803891736066624,CLimbing Down
723,HVG,subject6,X,4.77464829275686,17,7.391776105060859,CLimbing Down
724,HVG,subject6,Y,6.366197723675814,30,11.799487508007687,CLimbing Down
725,HVG,subject6,Z,7.16197243913529,33,13.95759929532351,CLimbing Down
726,NVG,subject6,X,1.9757165349338732,8,3.626481422165279,CLimbing Down
727,NVG,subject6,Y,2.04627783975294,13,5.488709160794363,CLimbing Down
728,NVG,subject6,Z,1.9757165349338732,7,3.219730941704036,CLimbing Down
729,HVG,subject6,X,4.407367654852487,18,7.19026265214606,CLimbing Down
730,HVG,subject6,Y,5.729577951308233,23,9.46324471492633,CLimbing Down
731,HVG,subject6,Z,4.407367654852487,18,7.3287155669442665,CLimbing Down
732,NVG,subject6,X,2.291831180523293,9,3.9958760409993594,CLimbing Down
733,NVG,subject6,Y,2.04627783975294,8,3.763412876361307,CLimbing Down
734,NVG,subject6,Z,2.38732414637843,7,3.391615951313261,CLimbing Down
735,HVG,subject6,X,6.366197723675814,20,9.044162395900065,CLimbing Down
736,HVG,subject6,Y,6.366197723675814,20,8.801089045483664,CLimbing Down
737,HVG,subject6,Z,5.208707228462029,18,7.317825112107624,CLimbing Down
738,NVG,subject6,X,1.9757165349338732,7,3.576793721973094,CLimbing Down
739,NVG,subject6,Y,1.637022271802352,8,3.2096012171684816,CLimbing Down
740,NVG,subject6,Z,1.9757165349338732,8,3.626521460602178,CLimbing Down
741,HVG,subject6,X,5.729577951308233,22,9.952994875080076,CLimbing Down
742,HVG,subject6,Y,5.729577951308233,23,9.561058616271621,CLimbing Down
743,HVG,subject6,Z,6.366197723675813,19,8.676489429852658,CLimbing Down
744,NVG,subject6,X,2.291831180523293,12,4.667200512491992,CLimbing Down
745,NVG,subject6,Y,2.2036838274262434,8,3.568826073030109,CLimbing Down
746,NVG,subject6,Z,2.2036838274262434,7,3.6891415759128763,CLimbing Down
747,HVG,subject6,X,5.729577951308232,24,9.118874119154388,CLimbing Down
748,HVG,subject6,Y,6.366197723675813,19,8.849815823190262,CLimbing Down
749,HVG,subject6,Z,5.729577951308233,21,8.754564381806535,CLimbing Down
750,NVG,subject7,X,1.909859317102744,11,3.645900064061499,Walking
751,NVG,subject7,Y,2.04627783975294,6,3.484304932735426,Walking
752,NVG,subject7,Z,2.38732414637843,7,3.73194266495836,Walking
753,HVG,subject7,X,6.366197723675814,20,9.742152466367713,Walking
754,HVG,subject7,Y,5.729577951308233,18,8.001521460602179,Walking
755,HVG,subject7,Z,5.729577951308233,16,6.908592248558616,Walking
756,NVG,subject7,X,2.04627783975294,11,3.963965406790519,Walking
757,NVG,subject7,Y,1.6851699856788918,6,3.2131646380525303,Walking
758,NVG,subject7,Z,1.7362357428206765,7,3.2256566303651506,Walking
759,HVG,subject7,X,7.16197243913529,21,10.84372998078155,Walking
760,HVG,subject7,Y,5.208707228462029,19,7.908752402306214,Walking
761,HVG,subject7,Z,6.366197723675814,24,9.813020499679693,Walking
762,NVG,subject7,X,2.864788975654116,11,4.250480461242793,Walking
763,NVG,subject7,Y,2.04627783975294,9,3.6228779628443304,Walking
